Object,Date,Distance,Width,SigmaImpact,SigmaLOV,StretchLOV,ImpactProbability,ImpactEnergy,PalermoScale,TorinoScale
2010HP20,2071-04-19.34,1.65,1.14e+00,0.572,-0.70108,9.26e+05,1.4e-07,2.18e-02,-8.41,0
2010HP20,2071-04-19.40,2.89,1.08e+00,1.752,-0.81822,1.11e+06,1.4e-08,1.99e-02,-9.45,0
2010HP20,2072-04-18.17,1.54,3.48e-01,1.541,-2.85732,1.01e+05,3.8e-09,5.76e-03,-10.40,0
2010HP20,2072-04-18.29,1.17,6.26e-01,0.267,-2.44103,1.60e+05,7.2e-08,7.05e-03,-9.10,0
2010HP20,2072-04-18.48,0.76,8.80e-01,0.000,-1.71054,2.73e+05,3.2e-07,1.06e-02,-8.32,0
2010HP20,2072-04-18.52,1.62,1.12e+00,0.555,-0.43864,6.00e+06,2.6e-08,2.73e-02,-9.08,0
2010HP20,2072-04-18.55,0.50,1.01e+00,0.000,-0.64843,7.60e+05,4.3e-07,2.28e-02,-7.92,0
2010HP20,2072-04-18.55,2.72,1.12e+00,1.532,-0.44165,1.31e+06,2.4e-08,2.72e-02,-9.10,0
2014UX34,2084-10-18.85,1.16,1.02e-01,1.573,-0.80411,3.61e+05,2.4e-08,1.92e+02,-6.11,0
2012CL17,2095-02-05.95,0.98,1.34e+00,0.000,1.21865,2.19e+06,6.0e-08,1.44e+00,-7.48,0
2012CL17,2098-02-05.76,0.71,6.38e-01,0.000,1.25379,2.20e+06,8.8e-08,1.44e+00,-7.33,0
2012CL17,2098-02-05.77,1.36,4.68e-01,0.776,1.37284,1.67e+06,2.4e-08,1.45e+00,-7.88,0
2012CL17,2101-02-06.56,4.97,1.56e+00,2.537,-0.97326,3.33e+05,5.8e-09,1.33e+00,-8.55,0
2012CL17,2103-02-06.83,1.57,4.28e-01,1.323,0.04656,1.30e+06,3.0e-08,1.37e+00,-7.84,0
2012CL17,2105-02-06.56,0.31,3.80e-01,0.000,-0.23761,8.40e+06,7.9e-08,1.36e+00,-7.43,0
2012CL17,2105-02-06.70,0.63,4.10e-01,0.000,-2.81829,2.26e+05,4.2e-08,1.25e+00,-7.73,0
2012CL17,2106-02-06.65,1.94,5.37e-01,1.743,0.06317,1.53e+07,1.2e-09,1.38e+00,-9.27,0
2012CL17,2108-02-07.20,1.64,3.78e-01,1.692,-0.05050,5.48e+05,3.1e-08,1.37e+00,-7.85,0
2012CL17,2108-02-07.23,0.52,3.39e-01,0.000,-0.02281,1.13e+06,5.3e-07,1.37e+00,-6.61,0
2012CL17,2108-02-07.34,1.83,3.74e-01,2.217,-0.01817,1.78e+06,2.6e-09,1.37e+00,-8.92,0
2012CL17,2108-02-07.50,0.96,5.64e-01,0.000,-1.20643,2.40e+06,6.2e-08,1.31e+00,-7.56,0
2012CL17,2109-02-06.45,0.31,2.45e-01,0.000,0.40411,2.63e+06,2.6e-07,1.39e+00,-6.93,0
2012CL17,2109-02-06.46,0.50,5.95e-01,0.000,0.33953,9.32e+06,5.3e-08,1.39e+00,-7.62,0
2012CL17,2109-02-06.46,2.15,9.09e-01,1.263,0.40453,4.62e+06,1.1e-08,1.39e+00,-8.28,0
2012CL17,2110-02-06.85,1.49,3.09e-01,1.591,-0.29685,1.86e+06,1.0e-08,1.36e+00,-8.35,0
2012CL17,2111-02-06.96,1.62,5.66e-01,1.091,0.24033,3.73e+06,1.7e-08,1.38e+00,-8.11,0
2012CL17,2112-02-07.17,0.60,4.10e-01,0.000,0.60612,1.33e+06,3.3e-07,1.41e+00,-6.83,0
2012CL17,2112-02-07.45,4.17,3.19e+00,0.995,-1.50163,1.38e+06,1.6e-08,1.31e+00,-8.18,0
2011CF66,2018-01-31.43,146.23,5.98e+01,2.427,1.48982,1.30e+06,1.0e-10,6.28e-01,-9.43,0
2011CF66,2021-02-18.39,25.83,1.98e+01,1.253,-0.72333,5.40e+05,1.5e-08,3.87e-02,-8.40,0
2011CF66,2022-02-16.03,11.56,7.96e+00,1.327,-2.24619,3.05e+05,5.3e-09,2.59e-02,-9.04,0
2011CF66,2025-04-04.47,163.12,1.74e+02,0.933,0.89712,2.26e+04,5.4e-08,1.10e-01,-7.64,0
2011CF66,2025-09-23.14,33.03,3.67e+01,0.874,-0.06010,1.23e+06,7.4e-09,5.19e-02,-8.79,0
2011CF66,2026-03-04.72,98.13,1.00e+02,0.967,0.61043,4.56e+04,5.6e-08,7.95e-02,-7.77,0
2011CF66,2026-04-20.46,199.12,1.54e+02,1.285,0.96479,3.97e+04,2.2e-08,1.22e-01,-8.03,0
2011CF66,2026-09-23.17,84.12,4.17e+01,1.992,-0.09013,8.95e+05,1.7e-09,5.03e-02,-9.45,0
2011CF66,2027-09-23.38,85.34,4.88e+01,1.729,-0.09020,2.96e+06,7.5e-10,5.01e-02,-9.85,0
2011CF66,2028-02-16.01,2.04,2.70e+00,0.386,-3.84440,3.01e+05,2.2e-10,2.46e-02,-10.60,0
2011CF66,2028-02-16.53,10.44,4.32e+00,2.184,-2.46111,1.97e+05,1.4e-09,2.52e-02,-9.81,0
2011CF66,2030-01-12.31,124.14,4.33e+01,2.846,1.09291,3.31e+05,3.1e-10,1.61e-01,-9.89,0
2011CF66,2031-01-12.66,127.45,4.87e+01,2.599,1.10000,2.96e+05,6.0e-10,1.63e-01,-9.61,0
2011CF66,2032-02-16.11,4.00,2.60e+00,1.155,-3.45583,3.24e+05,3.9e-10,2.39e-02,-10.50,0
2011CF66,2032-02-16.97,4.72,4.66e+00,0.797,-1.90239,1.61e+06,6.2e-09,2.76e-02,-9.24,0
2011CF66,2032-02-17.22,14.26,1.30e+01,1.020,-1.48177,5.77e+05,1.2e-08,3.04e-02,-8.93,0
2011CF66,2033-02-16.17,14.53,5.52e+00,2.450,-1.80729,1.23e+05,4.4e-09,2.82e-02,-9.41,0
2011CF66,2033-02-18.73,25.98,1.86e+01,1.340,-0.34575,2.11e+06,4.5e-09,4.50e-02,-9.23,0
2011CF66,2033-09-22.68,41.28,1.40e+01,2.878,0.00751,1.50e+06,3.1e-10,5.34e-02,-10.30,0
2011CF66,2034-02-15.68,1.55,2.18e+00,0.254,-3.58024,3.48e+05,6.8e-10,2.41e-02,-10.30,0
2011CF66,2034-02-15.91,9.05,4.81e+00,1.672,-2.57553,2.54e+05,2.3e-09,2.48e-02,-9.75,0
2011CF66,2034-02-16.23,8.25,2.81e+00,2.578,-2.12715,6.39e+05,4.1e-10,2.65e-02,-10.50,0
2011CF66,2034-09-23.09,46.41,2.35e+01,1.929,0.00726,1.76e+06,1.7e-09,5.32e-02,-9.62,0
2011CF66,2035-02-19.40,46.95,3.32e+01,1.385,-0.31762,6.10e+05,8.6e-09,4.54e-02,-8.99,0
2011CF66,2035-02-19.69,36.27,6.28e+01,0.562,-0.31161,3.14e+04,2.0e-07,4.56e-02,-7.61,0
2011CF66,2035-10-04.17,32.46,1.05e+01,2.992,0.26210,2.36e+04,1.7e-08,6.18e-02,-8.60,0
2011CF66,2036-02-16.19,4.09,2.31e+00,1.338,-3.20340,2.50e+05,9.5e-10,2.39e-02,-10.20,0
2011CF66,2036-02-16.61,8.64,2.69e+00,2.843,-2.31954,3.70e+05,2.1e-10,2.57e-02,-10.80,0
2011CF66,2036-02-20.87,25.49,1.27e+01,1.922,-0.28007,6.40e+05,8.0e-09,4.63e-02,-9.03,0
2011CF66,2037-02-16.68,10.00,8.48e+00,1.062,-1.48971,9.64e+05,9.7e-09,3.04e-02,-9.11,0
2011CF66,2037-02-23.80,67.95,2.22e+01,3.014,0.30646,6.16e+05,3.2e-10,6.38e-02,-10.30,0
2011CF66,2038-01-17.97,126.00,4.54e+01,2.753,1.15888,9.01e+05,1.3e-10,1.90e-01,-10.40,0
2011CF66,2038-02-15.71,1.36,1.08e+00,0.331,-3.32843,2.73e+05,2.7e-09,2.39e-02,-9.77,0
2011CF66,2038-02-16.24,0.89,1.68e+00,0.000,-2.47988,7.89e+05,1.3e-08,2.51e-02,-9.06,0
2011CF66,2038-02-17.41,12.19,6.94e+00,1.611,-1.41939,7.36e+04,7.5e-08,3.10e-02,-8.23,0
2011CF66,2038-02-23.00,69.69,2.30e+01,2.985,0.28694,1.36e+06,1.6e-10,6.30e-02,-10.70,0
2011CF66,2038-03-15.66,127.99,1.82e+02,0.699,0.75887,1.16e+05,1.4e-08,9.25e-02,-8.59,0
2011CF66,2038-03-22.15,143.81,2.52e+02,0.567,0.81589,1.56e+05,7.7e-09,9.91e-02,-8.82,0
2011CF66,2039-01-18.15,128.10,4.74e+01,2.684,1.16088,9.93e+05,1.4e-10,1.91e-01,-10.40,0
2011CF66,2039-02-16.26,0.46,3.69e+00,0.000,-2.76065,2.49e+06,1.0e-09,2.44e-02,-10.20,0
2011CF66,2039-02-18.90,15.15,7.99e+00,1.771,-0.53715,1.40e+06,6.4e-09,4.14e-02,-9.22,0
2011CF66,2039-03-16.54,121.45,3.23e+01,3.730,0.73079,6.99e+04,1.4e-10,8.97e-02,-10.60,0
2011CF66,2039-03-17.15,128.77,8.30e+01,1.539,0.74067,1.08e+05,1.3e-08,9.06e-02,-8.65,0
2011CF66,2039-04-04.92,163.34,1.73e+02,0.941,0.89890,2.33e+05,5.2e-09,1.11e-01,-8.96,0
2011CF66,2039-09-18.96,145.18,1.21e+02,1.190,-0.30989,4.08e+06,4.7e-10,4.57e-02,-10.30,0
2011CF66,2040-01-18.07,133.79,4.59e+01,2.894,1.16357,4.80e+05,1.6e-10,1.93e-01,-10.30,0
2011CF66,2040-02-16.41,4.88,4.27e+00,0.910,-2.64397,2.98e+05,5.5e-09,2.46e-02,-9.47,0
2011CF66,2040-02-16.73,9.61,3.35e+00,2.574,-2.27455,4.18e+05,4.3e-10,2.58e-02,-10.60,0
2011CF66,2040-02-20.14,26.44,4.19e+01,0.607,-0.47640,2.75e+06,3.2e-09,4.26e-02,-9.53,0
2011CF66,2040-03-13.01,119.70,4.10e+01,2.892,0.69874,1.98e+05,6.8e-10,8.65e-02,-9.95,0
2011CF66,2040-03-13.43,120.50,6.31e+01,1.894,0.70179,3.72e+05,2.7e-09,8.68e-02,-9.35,0
2011CF66,2040-04-17.90,196.43,1.72e+02,1.135,0.95953,2.38e+04,4.0e-08,1.21e-01,-8.07,0
2011CF66,2041-02-19.19,41.01,4.28e+01,0.935,-0.25583,7.07e+05,1.0e-08,4.67e-02,-9.01,0
2011CF66,2041-02-19.94,32.15,1.40e+01,2.225,-0.24237,1.89e+05,1.3e-08,4.71e-02,-8.89,0
2011CF66,2041-03-02.57,109.00,2.37e+02,0.456,0.60940,2.42e+06,6.5e-10,7.94e-02,-10.00,0
2011CF66,2042-02-15.74,0.74,1.99e+00,0.000,-3.14115,5.50e+05,2.6e-09,2.39e-02,-9.85,0
2011CF66,2042-02-15.93,0.91,2.55e+00,0.000,-2.77308,1.25e+06,2.7e-09,2.44e-02,-9.81,0
2011CF66,2042-02-17.09,8.23,3.15e+00,2.297,-1.49515,8.82e+05,2.0e-09,3.04e-02,-9.87,0
2011CF66,2043-02-15.80,2.32,1.83e+00,0.719,-3.77198,2.86e+05,2.8e-10,2.44e-02,-10.80,0
2011CF66,2043-02-16.82,11.81,6.84e+00,1.581,-1.72665,1.02e+06,3.5e-09,2.87e-02,-9.66,0
2011CF66,2044-02-17.13,10.82,5.32e+00,1.848,-1.66970,1.52e+06,1.9e-09,2.91e-02,-9.94,0
2011CF66,2044-02-17.60,15.87,6.85e+00,2.170,-1.15474,1.20e+06,2.1e-09,3.34e-02,-9.84,0
2011CF66,2044-02-17.69,19.42,5.11e+00,3.603,-1.15197,1.93e+05,2.0e-10,3.35e-02,-10.90,0
2011CF66,2044-10-15.25,91.40,1.82e+02,0.497,0.47965,2.17e+05,9.9e-09,7.16e-02,-8.92,0
2011CF66,2044-10-15.51,90.31,2.83e+02,0.315,0.48015,2.71e+05,5.5e-09,7.16e-02,-9.17,0
2011CF66,2044-10-16.07,85.27,6.39e+01,1.318,0.48134,1.66e+06,1.7e-09,7.17e-02,-9.68,0
2011CF66,2045-02-15.56,4.34,3.34e+00,1.003,-3.47246,7.70e+04,1.7e-09,2.40e-02,-10.10,0
2011CF66,2045-10-01.25,16.83,7.32e+00,2.163,0.20087,1.50e+06,3.2e-09,5.97e-02,-9.48,0
2011CF66,2046-02-15.98,4.47,2.31e+00,1.504,-2.68181,1.34e+05,6.5e-09,2.45e-02,-9.49,0
2011CF66,2046-02-16.66,8.78,3.09e+00,2.514,-1.81530,8.45e+04,6.8e-09,2.81e-02,-9.42,0
2011CF66,2046-02-16.71,7.44,1.30e+01,0.494,-1.81334,1.11e+05,5.4e-08,2.81e-02,-8.53,0
2011CF66,2046-10-01.35,17.38,9.29e+00,1.763,0.19989,1.88e+06,4.9e-09,5.98e-02,-9.31,0
2011CF66,2047-01-07.87,127.82,4.05e+01,3.134,1.05769,4.32e+05,1.1e-10,1.49e-01,-10.60,0
2011CF66,2047-02-16.27,4.26,2.71e+00,1.203,-2.58926,4.86e+05,3.6e-09,2.48e-02,-9.76,0
2011CF66,2047-02-17.97,29.36,1.50e+01,1.886,-0.63187,1.11e+06,3.6e-09,4.00e-02,-9.58,0
2011CF66,2047-02-20.10,23.88,8.55e+00,2.674,-0.40011,1.34e+06,8.2e-10,4.40e-02,-10.20,0
2011CF66,2047-02-28.99,94.49,8.25e+01,1.133,0.44722,1.46e+06,1.9e-09,7.01e-02,-9.66,0
2011CF66,2047-03-04.19,95.46,8.99e+01,1.051,0.48163,2.44e+06,1.2e-09,7.17e-02,-9.88,0
2011CF66,2047-10-01.12,15.73,5.98e+00,2.464,0.19384,6.94e+04,3.8e-08,5.96e-02,-8.44,0
2011CF66,2047-10-01.25,9.60,2.57e+00,3.344,0.17983,8.21e+05,2.8e-10,5.89e-02,-10.60,0
2011CF66,2047-10-01.32,17.80,1.14e+01,1.479,0.19855,6.19e+05,2.0e-08,5.99e-02,-8.70,0
2011CF66,2048-01-12.99,120.56,3.86e+01,3.094,1.08954,1.60e+05,3.4e-10,1.60e-01,-10.10,0
2011CF66,2048-02-16.33,0.79,1.94e+00,0.000,-3.09925,4.15e+05,3.9e-09,2.39e-02,-9.74,0
2011CF66,2048-02-16.99,1.15,4.08e+00,0.037,-2.21493,1.55e+05,6.0e-08,2.61e-02,-8.53,0
2011CF66,2048-09-20.78,76.83,8.66e+01,0.875,-0.25742,1.78e+07,2.1e-10,4.66e-02,-10.80,0
2011CF66,2048-09-22.57,17.41,7.09e+02,0.023,-0.04541,1.12e+06,6.3e-10,5.34e-02,-10.30,0
2011CF66,2048-09-30.32,15.89,6.10e+00,2.442,0.19435,2.51e+06,1.1e-09,5.96e-02,-9.99,0
2011CF66,2048-09-30.37,10.24,4.86e+00,1.899,0.17853,1.70e+06,6.6e-09,5.88e-02,-9.21,0
2011CF66,2049-02-15.72,2.02,3.42e+00,0.298,-2.98914,6.27e+04,1.9e-08,2.40e-02,-9.06,0
2011CF66,2049-02-15.75,3.00,1.30e+01,0.154,-2.98760,6.97e+04,5.4e-09,2.40e-02,-9.62,0
2011CF66,2049-02-16.18,6.52,6.23e+00,0.887,-1.90021,1.26e+06,5.7e-09,2.76e-02,-9.54,0
2011CF66,2049-02-17.29,19.35,5.28e+00,3.472,-0.99144,3.11e+05,2.4e-10,3.53e-02,-10.80,0
2011CF66,2049-02-19.06,25.93,1.52e+01,1.639,-0.39011,1.96e+05,3.6e-08,4.41e-02,-8.57,0
2011CF66,2049-02-22.80,93.45,3.98e+02,0.232,-0.11102,2.76e+06,4.4e-10,5.12e-02,-10.40,0
2011CF66,2049-09-30.23,8.03,5.35e+00,1.314,0.16999,6.12e+04,4.9e-07,5.86e-02,-7.35,0
2011CF66,2049-09-30.43,11.04,6.54e+00,1.535,0.17739,9.74e+05,1.9e-08,5.90e-02,-8.77,0
2011CF66,2049-10-10.20,39.83,1.84e+01,2.116,0.37584,5.18e+06,4.6e-10,6.69e-02,-10.30,0
2011CF66,2050-01-12.28,124.21,4.61e+01,2.675,1.09584,2.80e+05,5.5e-10,1.62e-01,-9.95,0
2011CF66,2050-02-17.92,16.77,7.97e+00,1.979,-0.75927,8.42e+05,6.1e-09,3.82e-02,-9.41,0
2011CF66,2050-02-17.96,12.09,7.82e+00,1.419,-0.95631,7.88e+05,1.5e-08,3.57e-02,-9.03,0
2011CF66,2050-02-18.84,25.60,1.81e+01,1.360,-0.72980,2.75e+06,2.8e-09,3.87e-02,-9.74,0
2011CF66,2050-02-20.19,25.16,1.74e+01,1.389,-0.34991,3.66e+06,2.6e-09,4.50e-02,-9.73,0
2011CF66,2050-09-23.19,27.22,7.56e+01,0.347,-0.04927,1.27e+06,4.9e-09,5.22e-02,-9.41,0
2011CF66,2050-09-30.40,8.26,4.94e+00,1.469,0.17069,2.37e+06,1.0e-08,5.86e-02,-9.03,0
2011CF66,2051-02-17.29,107.08,6.58e+01,1.613,0.19341,6.86e+06,2.9e-10,5.94e-02,-10.60,0
2011CF66,2051-02-17.49,4.28,3.16e+00,1.039,-1.33956,4.46e+06,5.7e-09,3.16e-02,-9.52,0
2011CF66,2051-02-18.75,13.01,7.59e+01,0.158,-0.21887,9.60e+04,6.6e-08,4.70e-02,-8.32,0
2011CF66,2051-02-18.79,12.85,4.55e+01,0.260,-0.21796,8.16e+04,1.3e-07,4.70e-02,-8.03,0
2011CF66,2051-02-19.93,12.90,4.63e+01,0.257,-0.20722,2.87e+05,3.5e-08,4.73e-02,-8.58,0
2011CF66,2051-02-20.32,20.21,9.00e+00,2.134,-0.20004,9.06e+04,4.9e-08,4.75e-02,-8.44,0
2011CF66,2051-03-16.69,128.36,2.14e+02,0.596,0.76719,1.36e+05,1.1e-08,9.34e-02,-8.87,0
2011CF66,2051-03-21.17,139.47,2.66e+02,0.521,0.80896,1.30e+05,9.0e-09,9.82e-02,-8.93,0
2011CF66,2051-09-19.46,114.68,4.82e+01,2.358,-0.40670,6.56e+05,8.6e-10,4.38e-02,-10.20,0
2011CF66,2051-10-01.02,0.65,3.45e+00,0.000,0.15467,1.31e+07,1.1e-08,5.78e-02,-9.04,0
2011CF66,2051-11-30.32,142.37,5.63e+01,2.512,0.83457,1.12e+05,2.3e-09,1.01e-01,-9.52,0
2011CF66,2051-11-30.94,142.47,4.90e+01,2.890,0.83761,7.85e+04,1.3e-09,1.02e-01,-9.76,0
2011CF66,2052-01-12.99,128.08,4.43e+01,2.870,1.10241,5.18e+05,1.8e-10,1.65e-01,-10.50,0
2011CF66,2052-02-17.73,8.30,4.42e+00,1.652,-1.50746,4.74e+05,1.3e-08,3.03e-02,-9.19,0
2011CF66,2052-02-20.51,20.78,1.45e+01,1.366,-0.20021,3.62e+06,3.3e-09,4.76e-02,-9.62,0
2011CF66,2052-02-26.56,76.42,4.73e+01,1.595,0.40628,2.11e+05,1.2e-08,6.81e-02,-8.92,0
2011CF66,2052-03-12.82,114.61,3.48e+01,3.263,0.72121,7.20e+04,6.8e-10,8.86e-02,-10.10,0
2011CF66,2052-03-14.73,128.72,1.25e+02,1.019,0.75059,1.89e+05,9.4e-09,9.15e-02,-8.94,0
2011CF66,2053-02-17.56,24.50,3.31e+01,0.709,-0.54233,4.47e+05,2.2e-08,4.13e-02,-8.86,0
2011CF66,2053-02-19.73,13.15,9.18e+00,1.325,-0.52042,1.32e+06,1.3e-08,4.18e-02,-9.09,0
2011CF66,2053-02-21.69,60.31,1.80e+01,3.299,0.18611,5.06e+05,2.0e-10,5.91e-02,-10.80,0
2011CF66,2053-03-06.26,112.77,4.47e+01,2.499,0.61965,1.88e+06,2.0e-10,7.99e-02,-10.70,0
2011CF66,2053-03-17.07,129.78,7.52e+01,1.713,0.74084,3.63e+06,3.1e-10,9.06e-02,-10.40,0
2011CF66,2053-03-27.18,151.67,2.06e+02,0.731,0.82970,4.18e+05,3.1e-09,1.01e-01,-9.40,0
2011CF66,2053-03-29.77,150.48,1.94e+02,0.770,0.84653,1.56e+05,8.5e-09,1.03e-01,-8.96,0
2011CF66,2053-04-04.15,197.40,1.87e+02,1.048,0.93647,9.10e+03,1.1e-07,1.15e-01,-7.81,0
2011CF66,2053-09-29.96,4.30,3.20e+00,1.032,0.15375,4.54e+06,1.4e-08,5.81e-02,-8.95,0
2011CF66,2054-02-16.46,2.18,3.61e+00,0.326,-2.07652,2.27e+06,5.5e-09,2.67e-02,-9.63,0
2011CF66,2054-02-16.55,6.36,3.58e+00,1.496,-1.85533,7.13e+05,7.0e-09,2.79e-02,-9.50,0
2011CF66,2054-02-17.43,14.51,4.93e+00,2.739,-1.23794,1.80e+05,3.5e-09,3.26e-02,-9.75,0
2011CF66,2054-02-18.16,23.36,8.66e+00,2.582,-0.69329,2.13e+05,5.6e-09,3.91e-02,-9.48,0
2011CF66,2054-02-19.77,25.43,1.40e+01,1.749,-0.33202,1.11e+05,5.8e-08,4.53e-02,-8.42,0
2011CF66,2054-03-12.17,111.72,9.48e+01,1.168,0.69208,6.05e+03,3.4e-07,8.60e-02,-7.43,0
2011CF66,2054-03-13.33,112.13,1.03e+02,1.082,0.70399,2.56e+05,8.1e-09,8.70e-02,-9.04,0
2011CF66,2054-03-17.71,128.68,1.01e+02,1.264,0.73874,2.70e+04,6.2e-08,9.04e-02,-8.15,0
2011CF66,2054-04-13.01,193.94,1.73e+02,1.118,0.93977,8.56e+05,1.1e-09,1.17e-01,-9.79,0
2011CF66,2054-09-30.34,1.67,3.73e-01,1.787,0.15083,2.20e+06,6.1e-09,5.78e-02,-9.31,0
2011CF66,2054-10-27.35,128.91,1.78e+02,0.719,0.65039,4.46e+05,3.9e-09,8.23e-02,-9.39,0
2011CF66,2055-02-21.01,73.65,1.30e+02,0.561,-0.16409,3.20e+07,1.0e-10,4.94e-02,-11.20,0
2011CF66,2055-02-21.28,52.94,4.43e+01,1.173,-0.16401,1.67e+07,3.3e-10,4.94e-02,-10.60,0
2011CF66,2055-03-06.20,108.35,5.49e+01,1.957,0.62559,1.84e+05,5.8e-09,8.05e-02,-9.23,0
2011CF66,2055-03-06.48,109.11,3.81e+01,2.834,0.62876,1.12e+05,1.6e-09,8.07e-02,-9.79,0
2011CF66,2055-09-30.85,0.67,1.44e+00,0.000,0.14979,8.02e+06,3.7e-08,5.79e-02,-8.55,0
2011CF66,2056-03-07.44,120.81,1.18e+02,1.015,0.65058,1.12e+06,1.8e-09,8.25e-02,-9.73,0
2011CF66,2057-02-16.31,11.72,3.38e+00,3.170,-1.71995,3.06e+05,2.9e-10,2.87e-02,-10.90,0
2011CF66,2057-02-16.45,3.99,5.39e+00,0.555,-1.90899,1.25e+05,8.6e-08,2.75e-02,-8.45,0
2011CF66,2057-02-16.87,6.48,3.04e+00,1.806,-1.70090,7.33e+05,5.4e-09,2.89e-02,-9.63,0
2011CF66,2057-02-16.96,8.77,2.83e+00,2.741,-1.51423,3.94e+05,1.3e-09,3.02e-02,-10.20,0
2011CF66,2057-10-06.06,58.92,2.33e+01,2.490,0.35887,2.53e+06,3.2e-10,6.61e-02,-10.60,0
2011CF66,2057-10-06.92,19.16,9.46e+01,0.192,0.29776,2.45e+06,2.0e-09,6.36e-02,-9.79,0
2011CF66,2057-10-06.95,24.71,8.30e+01,0.286,0.29795,1.86e+06,3.0e-09,6.36e-02,-9.63,0
2011CF66,2058-02-16.32,7.47,9.63e+00,0.672,-2.07501,1.90e+05,2.2e-08,2.67e-02,-9.06,0
2011CF66,2058-02-16.33,7.95,2.37e+00,2.929,-2.07469,1.42e+05,7.3e-10,2.67e-02,-10.50,0
2011CF66,2058-02-16.60,1.35,3.94e+00,0.090,-2.06314,1.06e+06,1.2e-08,2.68e-02,-9.31,0
2011CF66,2058-02-16.63,1.83,6.31e+00,0.132,-2.05725,1.11e+06,7.7e-09,2.68e-02,-9.52,0
2011CF66,2058-02-16.73,5.15,1.92e+00,2.163,-1.86145,1.93e+06,7.5e-10,2.79e-02,-10.50,0
2011CF66,2058-02-17.01,8.28,9.62e+00,0.757,-1.48731,6.98e+05,1.6e-08,3.04e-02,-9.14,0
2011CF66,2059-02-20.54,26.61,2.38e+01,1.074,-0.43252,7.37e+04,1.4e-07,4.35e-02,-8.10,0
2011CF66,2059-10-06.96,39.51,1.78e+01,2.157,0.30175,3.02e+06,7.7e-10,6.36e-02,-10.20,0
2011CF66,2060-02-16.80,8.59,9.00e+01,0.084,-0.04310,3.03e+06,1.8e-09,5.10e-02,-9.94,0
2011CF66,2060-02-17.31,12.72,5.74e+00,2.041,-1.59059,1.40e+05,1.5e-08,2.96e-02,-9.22,0
2011CF66,2060-02-18.82,15.22,8.33e+00,1.707,-0.60976,2.21e+06,4.3e-09,4.04e-02,-9.65,0
2011CF66,2060-02-19.23,32.59,4.56e+01,0.693,-0.45944,3.42e+04,2.2e-07,4.29e-02,-7.91,0
2011CF66,2060-09-21.00,115.58,5.91e+01,1.939,-0.22099,6.12e+05,2.0e-09,4.70e-02,-9.93,0
2011CF66,2060-09-21.16,114.87,5.35e+01,2.129,-0.21394,1.95e+05,4.7e-09,4.71e-02,-9.56,0
2011CF66,2060-10-05.65,48.67,1.57e+01,3.028,0.32092,1.35e+06,1.9e-10,6.45e-02,-10.80,0
2011CF66,2061-02-17.12,14.03,5.21e+00,2.502,-1.05741,5.23e+05,2.8e-09,3.45e-02,-9.89,0
2011CF66,2061-10-15.31,92.37,3.01e+01,3.033,0.47868,1.01e+06,1.3e-10,7.15e-02,-11.00,0
2011CF66,2062-02-16.44,0.01,8.75e+02,0.000,-0.04275,3.08e+06,1.9e-10,5.11e-02,-10.90,0
2011CF66,2062-02-16.44,1.36,3.95e+00,0.091,-2.25431,2.46e+05,3.5e-08,2.59e-02,-8.91,0
2011CF66,2062-02-17.15,6.15,2.36e+00,2.187,-1.52163,2.71e+05,8.9e-09,3.01e-02,-9.45,0
2011CF66,2062-02-17.69,22.48,1.64e+01,1.308,-0.87543,3.57e+06,2.3e-09,3.67e-02,-9.98,0
2011CF66,2062-02-19.06,32.73,1.08e+01,2.950,-0.57421,2.35e+06,1.6e-10,4.10e-02,-11.10,0
2011CF66,2062-10-13.55,77.31,1.40e+02,0.544,0.47594,1.82e+06,1.5e-09,7.13e-02,-9.93,0
2011CF66,2062-11-25.80,142.93,6.01e+01,2.362,0.81237,3.53e+05,9.9e-10,9.84e-02,-9.99,0
2011CF66,2063-02-16.67,0.42,5.37e+01,0.000,-0.04273,2.92e+07,3.2e-10,5.11e-02,-10.70,0
2011CF66,2063-09-23.67,106.85,6.63e+01,1.596,-0.20622,2.75e+06,7.3e-10,4.74e-02,-10.40,0
2011CF66,2063-09-29.96,29.17,3.58e+01,0.787,0.08282,4.60e+05,2.2e-08,5.50e-02,-8.86,0
2011CF66,2063-09-30.08,31.99,7.31e+01,0.424,0.08224,1.44e+06,4.3e-09,5.50e-02,-9.57,0
2011CF66,2063-09-30.26,64.02,1.82e+01,3.465,0.02281,4.84e+05,1.2e-10,5.32e-02,-11.10,0
2011CF66,2063-10-11.14,74.00,5.37e+01,1.359,0.41707,1.63e+06,2.0e-09,6.86e-02,-9.82,0
2011CF66,2063-10-11.50,72.91,1.30e+02,0.555,0.41762,1.72e+06,1.8e-09,6.86e-02,-9.88,0
2011CF66,2063-11-15.00,146.37,1.43e+02,1.014,0.77128,6.01e+04,2.5e-08,9.38e-02,-8.61,0
2011CF66,2063-11-16.08,148.15,1.35e+02,1.092,0.77510,2.31e+04,6.5e-08,9.40e-02,-8.21,0
2011CF66,2064-02-16.71,5.37,2.88e+00,1.518,-2.75041,1.98e+05,3.2e-09,2.44e-02,-9.98,0
2011CF66,2064-02-17.05,4.63,6.00e+00,0.604,-1.98144,1.57e+05,5.2e-08,2.72e-02,-8.73,0
2011CF66,2064-02-17.09,5.89,3.50e+01,0.140,-0.04240,2.87e+06,4.9e-09,5.12e-02,-9.54,0
