Object,Date,Distance,Width,SigmaImpact,SigmaLOV,StretchLOV,ImpactProbability,ImpactEnergy,PalermoScale,TorinoScale
2011CF66,2064-02-17.15,0.62,3.07e+00,0.000,-1.97527,1.86e+06,1.1e-08,2.72e-02,-9.39,0
2011CF66,2064-02-17.45,7.50,4.24e+00,1.533,-1.61783,1.75e+06,3.7e-09,2.94e-02,-9.85,0
2011CF66,2064-02-17.69,13.82,2.13e+01,0.603,-1.29843,2.04e+06,3.9e-09,3.21e-02,-9.80,0
2011CF66,2064-02-17.72,14.40,1.10e+01,1.213,-1.29749,1.25e+06,6.5e-09,3.21e-02,-9.58,0
2011CF66,2064-02-18.28,12.22,4.51e+00,2.490,-1.40168,2.11e+06,5.0e-10,3.13e-02,-10.70,0
2011CF66,2064-02-20.54,33.60,2.74e+02,0.119,-0.14101,3.64e+05,4.9e-09,4.92e-02,-9.55,0
2011CF66,2064-02-20.55,33.23,1.21e+02,0.267,-0.14090,3.30e+05,1.2e-08,4.92e-02,-9.16,0
2011CF66,2064-02-24.20,66.50,3.14e+01,2.083,0.28729,1.39e+06,1.2e-09,6.30e-02,-10.10,0
2011CF66,2064-02-24.55,52.01,4.50e+01,1.134,0.15020,2.37e+05,2.4e-08,5.80e-02,-8.81,0
2011CF66,2064-09-29.50,79.86,2.69e+01,2.933,0.01922,1.67e+06,1.4e-10,5.31e-02,-11.10,0
2011CF66,2064-09-29.52,29.98,3.44e+01,0.842,0.08772,4.35e+06,2.3e-09,5.51e-02,-9.85,0
2011CF66,2064-10-05.25,3.08,3.03e+01,0.068,0.24870,2.15e+07,7.4e-10,6.13e-02,-10.30,0
2011CF66,2064-10-26.96,118.37,4.09e+01,2.872,0.61376,1.55e+05,9.8e-10,7.95e-02,-10.10,0
2011CF66,2064-10-27.06,120.83,3.70e+01,3.236,0.61451,3.88e+05,1.4e-10,7.96e-02,-10.90,0
2011CF66,2064-11-11.36,135.43,7.89e+01,1.703,0.72899,4.48e+05,2.5e-09,8.94e-02,-9.65,0
2011CF66,2065-02-15.68,6.50,4.09e+00,1.343,-3.11123,1.68e+06,1.4e-10,2.39e-02,-11.40,0
2011CF66,2065-02-15.89,1.11,1.83e+00,0.058,-2.69846,1.31e+06,4.0e-09,2.45e-02,-9.90,0
2011CF66,2065-02-15.97,0.67,5.61e+00,0.000,-2.30401,5.56e+05,1.0e-08,2.56e-02,-9.47,0
2011CF66,2065-02-16.41,8.58,2.67e+01,0.283,-0.04218,2.10e+06,8.5e-09,5.12e-02,-9.31,0
2011CF66,2065-02-18.10,22.40,1.20e+01,1.788,-0.67642,9.95e+04,5.8e-08,3.94e-02,-8.57,0
2011CF66,2065-02-18.38,26.51,1.16e+01,2.194,-0.41393,3.58e+06,8.2e-10,4.37e-02,-10.40,0
2011CF66,2065-02-19.54,39.77,1.98e+02,0.196,-0.14144,8.94e+06,2.7e-10,4.92e-02,-10.80,0
2011CF66,2065-02-19.70,21.95,9.09e+00,2.306,-0.40118,9.17e+05,3.0e-09,4.40e-02,-9.81,0
2011CF66,2065-02-19.77,32.94,6.07e+01,0.526,-0.13996,2.48e+06,2.8e-09,4.92e-02,-9.80,0
2011CF66,2065-02-20.87,28.47,2.91e+01,0.945,-0.12270,3.13e+05,3.4e-08,4.99e-02,-8.72,0
2011CF66,2065-02-24.05,66.68,3.23e+01,2.032,0.26573,4.76e+06,3.7e-10,6.19e-02,-10.60,0
2011CF66,2065-03-28.22,154.20,1.83e+02,0.837,0.86053,7.62e+04,1.7e-08,1.05e-01,-8.75,0
2011CF66,2066-02-16.18,8.01,8.45e+00,0.830,-3.02326,2.06e+05,1.6e-09,2.41e-02,-10.30,0
2011CF66,2066-02-16.55,7.03,8.37e+00,0.720,-1.89789,2.86e+05,2.3e-08,2.77e-02,-9.10,0
2011CF66,2066-02-16.63,10.25,5.95e+00,1.554,-1.72589,1.60e+06,2.6e-09,2.87e-02,-10.00,0
2011CF66,2066-02-17.24,12.35,1.42e+01,0.801,-1.26808,1.19e+06,8.9e-09,3.23e-02,-9.46,0
2011CF66,2066-02-17.98,16.34,4.81e+00,3.189,-0.81826,3.50e+05,6.9e-10,3.74e-02,-10.50,0
2011CF66,2066-02-19.88,33.12,3.23e+01,0.996,-0.27442,2.07e+06,4.2e-09,4.67e-02,-9.65,0
2011CF66,2066-03-15.08,130.95,1.44e+02,0.905,0.74716,1.40e+05,1.2e-08,9.12e-02,-8.95,0
2011CF66,2066-03-16.65,131.89,1.12e+02,1.169,0.74247,4.86e+05,3.5e-09,9.08e-02,-9.51,0
2011CF66,2066-03-26.56,158.05,3.32e+02,0.472,0.83662,3.72e+05,2.5e-09,1.02e-01,-9.61,0
2011CF66,2066-03-27.89,157.56,1.82e+02,0.862,0.85591,3.00e+05,4.3e-09,1.04e-01,-9.36,0
2011CF66,2066-09-22.95,78.43,7.89e+01,0.981,-0.15840,1.50e+06,2.5e-09,4.89e-02,-9.86,0
2011CF66,2066-09-28.98,5.31,1.79e+00,2.407,0.11972,1.31e+05,3.4e-08,5.69e-02,-8.68,0
2011CF66,2066-09-29.08,1.34,4.75e-01,0.722,0.13147,1.56e+05,7.2e-07,5.75e-02,-7.35,0
2011CF66,2066-10-03.65,38.74,1.71e+01,2.202,0.28396,3.91e+06,5.6e-10,6.28e-02,-10.40,0
2011CF66,2066-11-02.90,137.94,5.41e+01,2.529,0.68602,5.62e+05,5.0e-10,8.53e-02,-10.40,0
2011CF66,2066-11-09.32,140.56,7.37e+01,1.893,0.72503,4.32e+05,1.9e-09,8.89e-02,-9.77,0
2011CF66,2067-02-16.48,2.71,4.64e+00,0.369,-2.56513,1.11e+06,2.7e-09,2.48e-02,-10.10,0
2011CF66,2067-02-16.51,2.87,4.71e+00,0.397,-2.55969,1.37e+06,2.2e-09,2.49e-02,-10.20,0
2011CF66,2067-02-16.75,0.95,1.45e+00,0.000,-2.18688,8.17e+05,2.8e-08,2.62e-02,-9.04,0
2011CF66,2067-02-17.43,5.92,3.52e+00,1.399,-1.52248,2.59e+06,4.1e-09,3.01e-02,-9.83,0
2011CF66,2067-02-18.19,10.37,1.92e+01,0.487,-0.53947,1.10e+06,1.8e-08,4.13e-02,-9.08,0
2011CF66,2067-02-20.58,22.03,8.34e+00,2.521,-0.37695,1.69e+06,1.0e-09,4.44e-02,-10.30,0
2011CF66,2067-03-30.33,152.70,2.15e+02,0.705,0.84028,4.78e+05,2.6e-09,1.02e-01,-9.59,0
2011CF66,2067-04-09.12,184.70,1.61e+02,1.142,0.93595,1.16e+05,8.8e-09,1.17e-01,-9.02,0
2011CF66,2067-09-29.18,5.45,1.73e+00,2.563,0.11918,1.93e+06,1.5e-09,5.68e-02,-10.00,0
2011CF66,2067-09-29.44,0.39,1.21e+00,0.000,0.13611,2.61e+05,1.4e-06,5.76e-02,-7.08,0
2011CF66,2068-01-31.87,130.77,5.47e+01,2.373,1.48586,1.02e+06,1.7e-10,6.17e-01,-10.20,0
2011CF66,2068-02-16.78,0.96,3.34e+00,0.000,-2.33113,6.32e+05,1.4e-08,2.56e-02,-9.37,0
2011CF66,2068-02-16.79,0.02,2.03e+00,0.000,-2.33059,5.07e+05,2.9e-08,2.56e-02,-9.05,0
2011CF66,2068-02-17.73,4.99,4.96e+00,0.805,-1.49354,7.79e+05,2.5e-08,3.04e-02,-9.05,0
2011CF66,2068-02-17.73,6.30,6.15e+00,0.863,-1.34214,3.26e+05,5.8e-08,3.16e-02,-8.66,0
2011CF66,2068-02-17.77,3.55,3.94e+00,0.648,-1.49198,2.59e+05,1.0e-07,3.04e-02,-8.43,0
2011CF66,2068-02-17.78,2.48,6.60e+00,0.225,-1.49087,1.60e+06,1.4e-08,3.04e-02,-9.30,0
2011CF66,2068-02-19.28,15.75,8.51e+00,1.734,-0.64865,1.65e+06,5.2e-09,3.98e-02,-9.64,0
2011CF66,2068-02-19.49,21.06,4.95e+01,0.405,-0.38664,2.42e+05,3.5e-08,4.40e-02,-8.77,0
2011CF66,2068-02-19.58,37.08,2.40e+01,1.501,-0.26984,1.74e+06,3.5e-09,4.64e-02,-9.75,0
2011CF66,2068-03-26.73,158.58,2.26e+02,0.698,0.82759,1.68e+05,7.3e-09,1.01e-01,-9.17,0
2011CF66,2068-09-28.88,1.77,1.61e+00,0.480,0.13980,2.46e+05,6.9e-07,5.78e-02,-7.39,0
2011CF66,2069-02-16.51,5.67,2.64e+00,1.769,-1.78367,1.92e+06,2.0e-09,2.83e-02,-10.20,0
2011CF66,2069-02-16.57,9.82,6.79e+00,1.299,-1.62273,3.93e+05,1.7e-08,2.94e-02,-9.23,0
2011CF66,2069-02-16.58,0.80,4.98e+00,0.000,-1.77379,1.21e+06,1.6e-08,2.84e-02,-9.27,0
2011CF66,2069-02-16.84,6.79,1.09e+01,0.532,-1.47647,1.98e+06,6.2e-09,3.05e-02,-9.66,0
2011CF66,2069-02-18.72,25.99,1.10e+02,0.227,0.08268,1.99e+07,2.2e-10,5.50e-02,-10.90,0
2011CF66,2069-02-18.85,27.07,2.95e+01,0.885,-0.72888,1.67e+06,5.1e-09,3.88e-02,-9.66,0
2011CF66,2069-02-18.87,25.64,2.98e+01,0.827,-0.72818,6.77e+05,1.3e-08,3.88e-02,-9.25,0
2011CF66,2069-04-16.59,193.78,1.61e+02,1.195,0.95046,2.11e+05,4.5e-09,1.19e-01,-9.32,0
2011CF66,2069-09-29.06,1.89,1.58e+00,0.563,0.14011,2.95e+06,5.3e-08,5.78e-02,-8.51,0
2011CF66,2069-10-27.87,123.46,6.98e+01,1.754,0.65092,7.59e+06,1.6e-10,8.24e-02,-10.90,0
2011CF66,2070-01-11.66,123.95,7.16e+01,1.716,1.09903,2.85e+05,3.0e-09,1.63e-01,-9.40,0
2011CF66,2070-02-16.22,6.38,2.86e+00,1.882,-2.77073,4.04e+05,7.3e-10,2.43e-02,-10.70,0
2011CF66,2070-02-17.84,12.47,4.82e+00,2.383,-1.02298,9.60e+05,2.3e-09,3.49e-02,-10.10,0
2011CF66,2070-04-20.97,199.03,1.52e+02,1.301,0.95596,3.95e+05,2.2e-09,1.20e-01,-9.64,0
2011CF66,2070-10-10.17,40.92,2.09e+02,0.191,0.35579,7.56e+05,2.9e-09,6.59e-02,-9.73,0
2011CF66,2071-02-16.67,0.10,3.68e+00,0.000,-2.35152,6.59e+05,1.2e-08,2.55e-02,-9.45,0
2011CF66,2071-02-16.82,10.38,1.43e+01,0.658,-1.72158,1.68e+06,3.5e-09,2.87e-02,-9.94,0
2011CF66,2071-03-06.50,112.82,1.19e+02,0.939,0.62102,8.45e+05,2.6e-09,8.01e-02,-9.71,0
2011CF66,2071-03-06.72,107.33,5.47e+01,1.943,0.62152,5.47e+05,2.0e-09,8.02e-02,-9.83,0
2011CF66,2071-03-07.70,103.07,5.25e+01,1.945,0.63532,2.89e+05,3.9e-09,8.12e-02,-9.53,0
2011CF66,2071-10-02.35,22.04,1.81e+01,1.165,0.22324,2.96e+06,4.3e-09,6.05e-02,-9.59,0
2011CF66,2071-10-02.76,21.15,5.98e+00,3.368,0.22377,1.00e+06,1.6e-10,6.03e-02,-11.00,0
2011CF66,2072-02-16.46,1.68,4.07e+00,0.167,-2.83615,8.86e+05,2.0e-09,2.43e-02,-10.30,0
2011CF66,2072-02-17.43,7.79,4.56e+00,1.487,-1.54042,1.10e+07,6.9e-10,3.00e-02,-10.60,0
2011CF66,2072-02-17.56,3.13,2.46e+00,0.865,-1.67190,1.30e+05,1.7e-07,2.91e-02,-8.27,0
2011CF66,2072-02-17.75,4.62,5.95e+00,0.608,-1.37972,1.78e+06,1.3e-08,3.13e-02,-9.34,0
2011CF66,2073-01-17.94,128.06,5.23e+01,2.427,1.17033,2.18e+06,1.1e-10,1.96e-01,-10.80,0
2011CF66,2073-10-04.26,29.96,1.02e+01,2.848,0.25843,2.22e+06,2.8e-10,6.14e-02,-10.80,0
2011CF66,2074-02-16.62,0.45,1.34e+00,0.000,-2.20950,3.53e+06,7.6e-09,2.61e-02,-9.66,0
2011CF66,2074-02-17.37,3.25,5.08e+00,0.443,-1.33874,9.25e+06,3.4e-09,3.17e-02,-9.94,0
2011CF66,2074-02-17.97,11.27,4.24e+00,2.421,-0.94505,7.44e+05,3.1e-09,3.58e-02,-9.94,0
2011CF66,2074-02-17.98,9.80,6.25e+00,1.407,-0.94642,7.75e+05,1.9e-08,3.58e-02,-9.15,0
2011CF66,2074-02-18.43,25.18,9.13e+00,2.647,-0.60097,3.27e+06,3.1e-10,4.06e-02,-10.90,0
2011CF66,2074-02-22.30,44.57,1.46e+01,2.980,0.09016,4.15e+05,7.9e-10,5.54e-02,-10.40,0
2011CF66,2074-03-01.01,91.59,1.53e+02,0.594,0.54044,7.95e+05,3.0e-09,7.49e-02,-9.70,0
2011CF66,2074-03-02.40,76.66,1.42e+02,0.532,0.35533,1.78e+07,1.6e-10,6.57e-02,-11.00,0
2011CF66,2074-03-02.47,79.81,2.42e+02,0.326,0.35569,1.04e+07,1.8e-10,6.57e-02,-11.00,0
2011CF66,2074-03-06.21,100.02,4.44e+01,2.231,0.60176,9.80e+05,7.5e-10,7.87e-02,-10.30,0
2011CF66,2075-02-16.54,10.36,5.91e+00,1.584,-2.83000,2.67e+05,1.1e-09,2.43e-02,-10.50,0
2011CF66,2075-02-16.81,0.77,1.54e+00,0.000,-2.17531,1.55e+06,1.5e-08,2.62e-02,-9.35,0
2011CF66,2075-02-16.89,0.36,6.95e+00,0.000,-1.87372,7.52e+05,1.6e-08,2.77e-02,-9.33,0
2011CF66,2075-02-17.87,9.18,5.32e+00,1.539,-1.28542,2.18e+06,4.2e-09,3.22e-02,-9.85,0
2011CF66,2075-02-17.87,9.23,7.18e+00,1.147,-1.28568,1.53e+06,8.5e-09,3.22e-02,-9.54,0
2011CF66,2075-02-18.06,11.50,3.47e+01,0.302,-0.70837,1.21e+06,8.7e-09,3.89e-02,-9.47,0
2011CF66,2075-02-18.11,8.41,2.78e+01,0.266,-0.71063,2.55e+06,5.2e-09,3.88e-02,-9.69,0
2011CF66,2075-02-19.06,17.48,7.00e+00,2.356,-0.68794,6.27e+05,4.0e-09,3.93e-02,-9.80,0
2011CF66,2075-02-19.88,39.38,1.90e+01,2.025,-0.45655,7.08e+06,3.9e-10,4.31e-02,-10.80,0
2011CF66,2075-09-30.96,4.44,4.12e+01,0.084,0.23924,3.69e+06,3.2e-09,6.10e-02,-9.75,0
2011CF66,2075-10-01.11,19.16,6.26e+01,0.290,0.24030,8.48e+05,8.7e-09,6.10e-02,-9.31,0
2011CF66,2075-10-01.65,25.20,2.75e+01,0.881,0.24687,1.44e+06,8.0e-09,6.14e-02,-9.35,0
2011CF66,2076-01-13.75,126.38,4.67e+01,2.687,1.11684,1.14e+06,1.3e-10,1.70e-01,-10.80,0
2011CF66,2076-09-19.51,96.30,6.58e+01,1.448,-0.25398,1.81e+06,1.4e-09,4.67e-02,-10.20,0
2011CF66,2077-01-22.14,129.49,5.71e+01,2.250,1.23123,2.33e+05,1.3e-09,2.34e-01,-9.68,0
2011CF66,2077-02-18.43,0.39,7.35e-01,0.000,-0.88066,5.10e+06,6.7e-08,3.67e-02,-8.62,0
2011CF66,2077-11-08.38,123.87,6.51e+01,1.888,0.71929,3.20e+06,3.0e-10,8.85e-02,-10.70,0
2011CF66,2077-11-08.86,138.31,4.90e+01,2.803,0.71646,9.39e+05,1.6e-10,8.81e-02,-11.00,0
2011CF66,2078-02-16.04,10.37,4.87e+00,1.921,-3.00683,4.78e+05,2.1e-10,2.40e-02,-11.30,0
2011CF66,2078-02-16.11,6.90,3.36e+00,1.758,-2.84321,9.40e+05,3.1e-10,2.42e-02,-11.10,0
2011CF66,2078-02-16.30,1.91,2.69e+00,0.340,-2.36025,1.41e+06,5.7e-09,2.55e-02,-9.82,0
2011CF66,2078-02-16.32,1.42,3.99e+00,0.106,-2.35844,1.44e+06,4.6e-09,2.55e-02,-9.91,0
2011CF66,2078-02-17.04,3.40,7.30e+00,0.329,-1.50636,5.98e+06,3.2e-09,3.02e-02,-10.00,0
2011CF66,2078-02-17.31,0.35,2.87e+00,0.000,-1.49659,4.78e+05,1.1e-07,3.03e-02,-8.46,0
2011CF66,2078-02-17.37,6.00,6.39e+00,0.782,-1.26377,5.36e+05,4.1e-08,3.23e-02,-8.88,0
2011CF66,2078-02-17.44,3.01,3.10e+00,0.647,-1.25830,8.33e+05,5.3e-08,3.24e-02,-8.76,0
2011CF66,2078-02-22.50,51.33,1.67e+01,3.008,0.10426,1.23e+05,2.2e-09,5.59e-02,-9.96,0
2011CF66,2078-10-04.78,27.98,9.64e+00,2.799,0.26025,1.44e+06,5.2e-10,6.16e-02,-10.60,0
2011CF66,2079-02-17.07,4.56,3.14e+00,1.133,-1.75231,5.13e+05,2.3e-08,2.85e-02,-9.19,0
2011CF66,2079-02-17.44,5.06,1.09e+01,0.374,-1.48384,1.37e+06,9.7e-09,3.04e-02,-9.53,0
2011CF66,2079-02-17.76,5.21,3.47e+00,1.212,-1.24345,3.09e+06,6.9e-09,3.25e-02,-9.66,0
2011CF66,2079-02-18.10,4.52,1.06e+01,0.331,-1.20781,3.53e+05,5.7e-08,3.30e-02,-8.73,0
2011CF66,2079-02-18.12,13.37,7.08e+00,1.747,-0.87207,3.41e+06,2.4e-09,3.68e-02,-10.10,0
2011CF66,2079-02-18.45,11.34,1.43e+01,0.725,-0.76163,7.32e+05,2.6e-08,3.81e-02,-9.03,0
2011CF66,2079-02-19.82,30.53,1.31e+01,2.259,-0.34396,2.57e+06,9.2e-10,4.52e-02,-10.40,0
2011CF66,2079-02-19.94,29.57,7.59e+01,0.376,-0.34495,3.88e+06,1.5e-09,4.52e-02,-10.20,0
2011CF66,2079-03-13.36,114.50,7.81e+01,1.453,0.71965,2.62e+05,6.4e-09,8.86e-02,-9.34,0
2011CF66,2079-03-22.76,146.68,1.08e+02,1.346,0.80317,1.30e+05,1.0e-08,9.75e-02,-9.11,0
2011CF66,2079-04-01.38,168.81,1.73e+02,0.969,0.88510,5.67e+05,2.1e-09,1.08e-01,-9.75,0
2011CF66,2079-12-02.87,140.70,5.05e+01,2.764,0.84120,7.72e+05,1.9e-10,1.02e-01,-10.80,0
2011CF66,2080-02-16.79,7.88,3.55e+00,1.936,-2.72574,6.88e+05,3.9e-10,2.45e-02,-11.00,0
2011CF66,2080-02-17.52,4.34,3.02e+00,1.107,-1.58457,5.97e+05,2.7e-08,2.97e-02,-9.10,0
2011CF66,2080-02-17.62,2.30,3.67e+00,0.355,-1.70677,2.70e+05,9.2e-08,2.89e-02,-8.58,0
2011CF66,2080-02-17.65,2.54,2.80e+00,0.552,-1.71162,7.74e+05,3.4e-08,2.88e-02,-9.02,0
2011CF66,2080-02-17.66,2.83,2.88e+00,0.636,-1.70419,4.97e+05,4.8e-08,2.89e-02,-8.86,0
2011CF66,2080-02-18.30,0.18,1.36e+01,0.000,-1.20556,8.44e+05,2.1e-08,3.30e-02,-9.18,0
2011CF66,2080-03-01.27,89.64,3.48e+02,0.254,0.48066,1.47e+06,8.4e-10,7.16e-02,-10.30,0
2011CF66,2080-09-18.27,112.31,3.75e+01,2.964,-0.44268,1.06e+06,1.3e-10,4.32e-02,-11.30,0
2011CF66,2080-09-18.28,109.27,4.16e+01,2.606,-0.44258,1.83e+06,1.9e-10,4.33e-02,-11.10,0
2011CF66,2080-09-20.77,92.52,1.41e+02,0.649,-0.25695,1.07e+05,2.6e-08,4.66e-02,-8.97,0
2011CF66,2080-10-07.01,39.82,2.42e+01,1.606,0.31281,3.93e+06,1.3e-09,6.41e-02,-10.20,0
2011CF66,2081-01-22.69,125.46,6.54e+01,1.902,1.23536,7.44e+05,7.5e-10,2.37e-01,-9.94,0
2011CF66,2081-02-18.22,13.26,1.46e+01,0.837,-0.64084,1.20e+06,1.5e-08,3.98e-02,-9.25,0
2011CF66,2082-02-16.47,9.44,3.78e+00,2.234,-2.47687,1.96e+06,1.3e-10,2.51e-02,-11.50,0
2011CF66,2082-02-16.48,1.17,4.38e-01,0.379,-2.20333,1.20e+06,1.2e-08,2.61e-02,-9.51,0
2011CF66,2082-02-16.95,0.39,2.02e+00,0.000,-1.66034,3.68e+06,1.5e-08,2.91e-02,-9.36,0
2011CF66,2082-02-17.18,3.44,4.63e+00,0.527,-1.54970,2.65e+06,8.9e-09,2.99e-02,-9.59,0
2011CF66,2082-02-17.25,0.59,3.49e+00,0.000,-1.55067,3.41e+06,1.2e-08,2.99e-02,-9.47,0
2011CF66,2082-02-18.73,14.70,1.14e+01,1.204,-0.72189,4.37e+06,3.3e-09,3.87e-02,-9.93,0
2011CF66,2082-03-30.88,159.68,1.79e+02,0.888,0.85228,5.17e+05,2.5e-09,1.04e-01,-9.71,0
2011CF66,2083-02-16.73,0.46,7.11e-01,0.000,-2.15149,1.82e+06,2.5e-08,2.64e-02,-9.20,0
2011CF66,2083-02-17.44,5.14,4.56e+00,0.908,-1.50495,8.97e+06,2.0e-09,3.03e-02,-10.20,0
2011CF66,2083-02-17.53,1.73,2.77e+00,0.264,-1.62668,6.81e+06,5.5e-09,2.94e-02,-9.81,0
2011CF66,2083-02-17.75,14.15,5.18e+00,2.539,-1.15781,5.84e+06,2.0e-10,3.34e-02,-11.20,0
2011CF66,2083-02-19.01,24.79,1.27e+01,1.869,-0.41442,1.18e+06,4.6e-09,4.37e-02,-9.76,0
2011CF66,2083-02-20.05,31.81,2.90e+01,1.062,-0.58407,3.99e+06,2.0e-09,4.10e-02,-10.10,0
2011CF66,2083-03-04.32,86.99,3.12e+01,2.755,0.50440,1.06e+06,2.7e-10,7.29e-02,-10.80,0
2011CF66,2083-03-12.27,117.84,2.91e+02,0.401,0.69163,3.95e+05,3.1e-09,8.59e-02,-9.69,0
2011CF66,2083-03-18.10,130.83,1.65e+02,0.786,0.73715,9.16e+04,1.8e-08,9.03e-02,-8.90,0
2011CF66,2083-09-29.90,54.29,7.39e+01,0.721,0.04609,3.45e+06,1.5e-09,5.42e-02,-10.20,0
2011CF66,2083-09-29.90,54.45,1.02e+02,0.523,0.04594,3.48e+06,1.2e-09,5.42e-02,-10.30,0
2011CF66,2084-02-23.43,37.85,1.13e+02,0.327,-0.07298,1.03e+07,4.0e-10,5.13e-02,-10.80,0
2011CF66,2084-10-01.13,21.27,1.14e+01,1.773,0.21198,6.45e+05,1.2e-08,6.04e-02,-9.24,0
2011CF66,2084-10-24.37,120.85,1.01e+02,1.185,0.62948,2.00e+06,9.9e-10,8.07e-02,-10.20,0
2011CF66,2085-02-01.24,117.65,9.34e+01,1.249,1.50869,2.43e+06,3.1e-10,6.86e-01,-9.98,0
2011CF66,2085-02-16.17,14.56,1.10e+01,1.228,-2.78525,1.17e+05,3.0e-09,2.44e-02,-10.20,0
2011CF66,2085-02-16.37,3.62,2.19e+00,1.199,-2.08853,4.71e+05,1.4e-08,2.67e-02,-9.47,0
2011CF66,2085-02-16.94,1.14,4.77e+00,0.029,-1.57105,1.86e+05,1.5e-07,2.98e-02,-8.38,0
2011CF66,2085-02-16.96,2.33,1.88e+00,0.709,-1.55742,1.67e+06,2.2e-08,2.99e-02,-9.23,0
2011CF66,2085-02-17.40,3.65,1.69e+01,0.157,-1.22526,2.56e+05,5.2e-08,3.28e-02,-8.81,0
2011CF66,2085-02-17.46,5.38,7.14e+00,0.613,-1.22578,1.99e+05,1.2e-07,3.28e-02,-8.44,0
2011CF66,2085-02-18.00,11.04,3.52e+00,2.854,-0.89563,9.58e+05,7.8e-10,3.65e-02,-10.60,0
2011CF66,2085-09-28.93,34.65,4.86e+01,0.692,0.06186,5.98e+06,1.3e-09,5.47e-02,-10.20,0
2011CF66,2085-09-29.17,34.75,1.64e+01,2.057,0.06088,1.01e+07,3.2e-10,5.47e-02,-10.90,0
2011CF66,2085-09-29.87,11.93,9.83e+00,1.112,0.18555,3.44e+06,7.0e-09,5.92e-02,-9.49,0
2011CF66,2086-02-21.41,19.33,3.08e+01,0.596,-0.28632,1.11e+06,1.2e-08,4.62e-02,-9.35,0
2011CF66,2086-02-21.46,20.02,1.37e+01,1.389,-0.28479,1.09e+06,1.1e-08,4.62e-02,-9.37,0
2011CF66,2086-09-30.78,5.50,1.30e+01,0.345,0.16569,6.25e+05,5.5e-08,5.83e-02,-8.60,0
2011CF66,2086-09-30.99,5.36,1.28e+01,0.341,0.16502,1.92e+06,1.8e-08,5.84e-02,-9.07,0
2011CF66,2087-01-25.56,127.98,4.51e+01,2.816,1.28494,4.15e+05,2.0e-10,2.78e-01,-10.50,0
2011CF66,2087-02-01.50,113.39,4.77e+01,2.355,1.51780,1.50e+06,1.3e-10,7.16e-01,-10.40,0
2011CF66,2087-02-17.22,1.49,9.43e+00,0.052,-1.88762,1.46e+05,5.7e-08,2.77e-02,-8.85,0
2011CF66,2087-02-17.45,0.36,2.50e+00,0.000,-1.54419,5.06e+05,1.1e-07,3.00e-02,-8.52,0
2011CF66,2087-02-17.46,0.67,5.15e+00,0.000,-1.54490,2.96e+05,9.5e-08,3.00e-02,-8.60,0
2011CF66,2087-03-01.87,115.75,8.99e+01,1.277,0.57374,1.09e+06,1.9e-09,7.70e-02,-9.97,0
2011CF66,2087-04-19.64,196.05,1.61e+02,1.210,0.94620,1.53e+06,6.1e-10,1.18e-01,-10.30,0
2011CF66,2087-09-29.32,41.24,6.36e+01,0.632,0.04737,2.77e+06,2.3e-09,5.44e-02,-10.00,0
2011CF66,2087-10-02.08,17.12,7.60e+00,2.122,0.20042,1.52e+07,3.4e-10,5.99e-02,-10.80,0
2011CF66,2088-01-23.70,123.67,4.96e+01,2.473,1.23898,1.58e+05,1.3e-09,2.40e-01,-9.74,0
2011CF66,2088-02-17.41,0.82,3.26e+00,0.000,-1.75118,1.01e+06,3.0e-08,2.85e-02,-9.12,0
2011CF66,2088-02-17.82,1.43,6.49e+00,0.066,-1.50229,4.50e+06,5.2e-09,3.03e-02,-9.86,0
2011CF66,2088-02-17.85,0.14,1.74e+00,0.000,-1.50253,1.71e+06,5.0e-08,3.03e-02,-8.87,0
2011CF66,2088-02-19.37,9.92,2.14e+01,0.417,-0.75531,2.25e+06,7.0e-09,3.83e-02,-9.65,0
2011CF66,2088-02-22.55,41.76,1.47e+01,2.774,-0.06316,1.39e+06,4.3e-10,5.15e-02,-10.80,0
2011CF66,2088-03-09.50,114.45,1.21e+02,0.935,0.64572,3.07e+05,6.9e-09,8.20e-02,-9.39,0
2011CF66,2088-09-28.10,15.91,8.24e+00,1.810,0.07521,1.40e+05,6.7e-08,5.56e-02,-8.54,0
2011CF66,2088-09-28.51,39.06,6.78e+01,0.561,0.04800,1.10e+06,5.7e-09,5.45e-02,-9.62,0
2011CF66,2089-02-16.11,7.83,4.09e+00,1.671,-2.47126,4.48e+05,1.9e-09,2.51e-02,-10.40,0
2011CF66,2089-02-16.46,1.19,7.18e+00,0.027,-1.95784,1.08e+06,8.8e-09,2.73e-02,-9.67,0
2011CF66,2089-02-16.54,1.63,2.07e+00,0.302,-1.95709,6.09e+05,4.0e-08,2.73e-02,-9.02,0
2011CF66,2089-02-16.59,1.92,3.05e+00,0.301,-1.95667,1.90e+06,9.8e-09,2.73e-02,-9.63,0
2011CF66,2089-02-18.01,16.36,2.26e+01,0.680,-0.39552,1.66e+06,9.5e-09,4.38e-02,-9.48,0
2011CF66,2089-02-21.43,31.86,4.09e+01,0.754,-0.08906,2.33e+07,3.9e-10,5.09e-02,-10.80,0
2011CF66,2089-09-28.81,40.12,1.41e+01,2.775,0.03273,5.01e+05,1.2e-09,5.39e-02,-10.30,0
2011CF66,2089-09-28.85,41.59,4.14e+01,0.980,0.03240,3.30e+05,2.2e-08,5.39e-02,-9.04,0
2011CF66,2090-02-16.40,9.03,4.15e+00,1.935,-2.56999,5.71e+05,6.7e-10,2.49e-02,-10.80,0
